timestamp,event,magnitude
2018-06-02T21:40:17Z,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",90.19362
2017-11-01T04:56:38Z,<img src=x onerror=alert('hi') />,92.5559
2018-08-01T09:54:04Z,1'; DROP TABLE users--,25.08211
2018-03-11T08:50:47Z,‫test‫,47.56733
2017-11-14T09:43:46Z,1,73.31199
2018-04-14T20:29:49Z,1.00,11.39234
2018-04-15T14:01:58Z,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,93.29553
2018-08-01T15:20:34Z,‫test‫,12.05271
2017-11-28T11:44:16Z,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,11.72959
2018-08-18T13:45:31Z,ÅÍÎÏ˝ÓÔÒÚÆ☃,62.22996
2018-02-03T04:52:01Z,-1E+02,94.00156
2018-05-14T05:06:50Z,!@#$%^&*(),19.70622
2018-05-29T12:06:08Z,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,54.15771
2018-07-13T01:22:58Z,1/0,76.77167
2018-09-15T16:57:50Z,-1E02,17.62273
2018-05-02T23:35:13Z,"""""",1.2904
2018-10-17T06:55:07Z,<script>alert('hi')</script>,14.39249
2018-04-20T07:17:25Z,../../../../../../../../../../../etc/hosts,56.8474
2018-03-25T08:15:22Z,␢,24.52186
2018-09-22T17:29:34Z,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,47.40895
2018-08-22T05:54:06Z,",./;'[]\-=",9.72869
2018-07-26T23:29:40Z,1/0,89.70775
2017-12-06T04:33:31Z,../../../../../../../../../../../etc/passwd%00,54.44506
2018-02-17T04:02:25Z,"""''''""'""",50.75237
2018-01-14T10:16:24Z,␢,10.71973
2018-06-08T11:52:40Z,',86.27906
2018-07-28T14:16:18Z,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,73.54325
2018-02-25T17:38:53Z,-$1.00,92.00897
2018-03-01T09:21:19Z,-1,4.41645
2017-11-03T15:36:38Z,和製漢語,62.43735
2018-04-27T17:55:38Z,הָיְתָהtestالصفحات التّحول,20.7883
2018-03-08T06:01:53Z,-1,44.78308
2018-10-14T16:36:13Z,../../../../../../../../../../../etc/hosts,95.22833
2018-05-22T07:14:44Z,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },23.95257
2018-10-12T22:35:27Z,-1E2,25.24406
2018-01-15T16:48:26Z,"""",45.38275
2018-03-12T15:38:32Z,"__ﾛ(,_,*)",59.21681
2017-12-27T21:22:04Z,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",20.25245
2018-05-31T11:56:01Z,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,94.77673
2018-02-14T16:13:17Z,١٢٣,23.8754
2018-06-14T16:08:11Z,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,62.13642
2018-05-30T14:29:58Z,Ω≈ç√∫˜µ≤≥÷,47.24584
2018-03-26T03:07:38Z,<script>alert('hi')</script>,9.46044
2017-12-22T21:58:13Z,test⁠test‫,71.42267
2018-06-17T22:38:05Z,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,69.47831
2018-06-20T17:57:01Z, ,4.43782
